PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,LoanApproved,RiskScore
-0.41265035507982584,0.08408876481703216,0.2825307686602281,-0.39339949999055235,-0.09672568717280428,0.39362982101788724,-0.10353451455798379,0.09836435866238069,-0.3132172618952316,-0.013968200397055548,0,0.40217391304347827
-0.17776509781658065,0.03168305922530832,0.22089552278727373,0.010583627050061184,-0.04209843841521819,-0.5342829271145844,0.27138842683806497,0.39449244963700913,-0.06531656064110353,0.19436895151879663,0,0.3840579710144928
0.07538035310689423,-0.14012036855275906,-0.23358250596410307,0.08504127474454543,-0.25366357217410074,-0.20913777342024983,-0.19189024649582678,0.49423833783357257,-0.01399695556860873,-0.16274217864602464,0,0.43840579710144933
0.5989253892811243,-0.20300846401811082,0.05424437078256741,-0.08563124418199781,0.06223662733080446,0.23873941381810032,-0.5497495925734208,-0.1517940802586534,0.010525542418629758,0.21814988245474617,1,0.08695652173913049
0.08978733320642704,-0.0292589392896812,0.08220983202514712,-0.03652750034737905,-0.27468126017238614,-0.538660767398688,-0.13688573038168747,-0.14862489035573803,0.1863624344666231,-0.12417944686609043,0,0.43840579710144933
0.58175118458275,-0.03544917101692905,0.14870745843771818,0.08344269902393456,-0.255462410485067,-0.22237700536362617,0.20081870927091428,-0.39088227871290554,-0.056684831881745106,-0.23457778277473937,0,0.42028985507246386
-0.16691555114407317,-0.17853167007119572,-0.3268110815146047,0.34201727083983285,-0.0792397202159574,-0.012822265141711139,0.40195976449491316,-0.4425643368982113,-0.2190797665554845,0.11218329396693756,0,0.4565217391304348
-0.43446428085351063,-0.09370692875589975,0.10713467433057063,0.10288808315586492,0.011727772261608085,0.0057694914519844836,0.2447638680132707,0.2270162043544984,-0.2809184252836425,-0.3339839309116972,0,0.3659420289855073
-0.1592290535320519,-0.1879775414876142,0.23756079152344978,-0.17548559187961554,0.3516893396045554,-0.0932131665808224,-0.49037106390391033,-0.15353733858061705,0.11519995036368025,-0.04470980205702135,1,0.17391304347826098
0.3329053959166615,-0.18630767129694406,0.18424334432563783,0.2982082562677978,-0.26072880348928484,-0.347139183001334,-0.12478343114067295,-0.32887440128176765,0.09578031479025283,-0.17497536570272568,0,0.3659420289855073
-0.42261552336284275,-0.19295464413683436,-0.033506006724834565,0.03533985958643222,0.4085697172082506,-0.26741622262358694,-0.08029212062089876,0.3427013615643764,-0.019974113328236467,0.15451766740638714,0,0.5471014492753624
-0.41806949027332746,-0.10300305703019637,-0.003938891640887959,0.0935139100110346,-0.25747491215162766,0.1294602856011159,0.009317517096470388,-0.16799583294843087,-0.193477782257883,-0.27892862250510136,0,0.34782608695652184
-0.41506736361092694,0.6829430037589108,0.5196967089945764,0.517085345082867,0.4122729002335391,0.1738541346956455,-0.2118780436115116,0.22023510608448701,0.42912422221964736,0.16104356906707099,0,0.6739130434782609
0.08615787827780144,-0.13097634795550622,-0.2817059133401752,-0.049083477677143585,0.19836148147085103,0.38541174227396435,0.20360457987831443,-0.3273573021828362,-0.32127745280342396,0.003923934015727433,0,0.42028985507246386
0.08350867989588141,-0.12068403859604153,-0.44556162190946863,-0.44891649120618665,0.498481242569635,0.39836228573852656,-0.1322396103309074,0.2062536307849607,-0.2379266315086372,-0.2690417973515849,0,0.4746376811594203
0.0785954403803125,0.03403081718842571,0.26571601598982353,-0.0776706696336012,-0.417343875364825,-0.1434801515150714,-0.08379194504113055,0.24683556148430275,-0.09754536645765957,-0.18843080435684068,1,0.17391304347826098
