PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,LoanApproved,RiskScore
0.7629335434287368,0.7514926286199709,-0.07461255409785722,0.7674868217915272,-0.029620008998648636,-0.41420853658270745,-0.32437590812973155,0.08068681178682217,-0.3898129701373052,-0.17527963550430642,0.8949866510870731,-0.10470775789521385,-0.08404566258054884,0.020747143895050307,-0.3727023954831289,0,0.40217391304347827
0.844866808179637,-0.7216768733206922,-0.7247464467486485,-0.5815104733501136,-0.2974360343399889,0.22460074269400526,-0.5000128684670483,-0.16493289162431624,-0.35283142265280065,-0.1485818845530567,-0.11731098613797006,-0.054639438099453166,-0.05428787587119614,0.14175996111982928,-0.22893335445506333,0,0.3840579710144928
-0.5571223541317977,-0.7780784426690396,-0.6311660947836099,-0.10914137013981183,-0.5033818487604406,0.01007636161510381,0.21601541699103569,-0.017384494973257086,-0.07077516311460416,0.8495803486741942,0.0037922989304927956,-0.16835720964270862,-0.1865993749391542,-0.18172077960025443,0.13070515143857395,0,0.43840579710144933
0.8553939341877186,-0.5047737023858957,0.7695825040797712,-0.2788238932733943,-0.47860621944493364,-0.009860464235789656,0.7659169334263736,-0.2500761981220222,-0.3093007325209178,-0.40220488034524043,-0.0005904723151827386,-0.06725657484852955,-0.14720690920622725,-0.18496315263998095,-0.04075055056865757,1,0.08695652173913049
-0.5434620945544724,-0.7206885739565719,0.05123149673645896,-0.0924939405107351,-0.10666978721510113,-0.2853840352547795,0.2068553735802358,-0.049609624849063304,-0.10567462016755615,0.8572371218824688,0.23477951180981457,-0.17561647952447018,-0.2640225550779384,-0.01914995871150777,-0.18409607499015954,0,0.43840579710144933
-0.5292136592576848,-0.6047433950506511,0.7478653478008368,-0.2645804280776586,-0.47154629834257367,-0.0177769696315796,0.76647694694145,-0.25582417489061626,-0.10697549098452885,-0.40525088615097116,-0.06226266335576825,-0.10283244383892318,-0.10715938662069345,0.0573529963782207,-0.18739470370523975,0,0.42028985507246386
-0.5371528116696568,-0.7630740736888887,-0.01562688083043826,-0.5415069679675377,0.6464466501185534,-0.523711825492632,-0.516450445211915,-0.44164526729790227,-0.17526159620847426,-0.1216040234510946,-0.3386453196613623,-0.08608787136776348,0.0005573258553504028,-0.1909918757636986,0.34737296518616495,0,0.4565217391304348
0.865455747184769,-0.6271267587685017,0.056618201641707486,0.8238792118631985,0.46119375018932973,-0.5482923529376366,-0.20289503698014624,-0.4322672426786322,-0.3207333084615741,-0.03584984546638792,-0.33916929299224097,-0.08182722419877618,-0.010582794397285277,-0.048619092184483056,-0.036152246868866436,0,0.3659420289855073
0.3215747157602653,-0.7673707254775683,-0.6894346289906764,-0.6338811918353113,-0.3098473463690632,0.09369578016983543,-0.5689692488611704,-0.027471357382388574,0.9491265462545484,-0.2428160374630414,-0.019503336597034057,-0.0974136466102643,-0.10255331264592521,-0.08842243785965302,-0.16694660687084678,1,0.17391304347826098
-0.5983831145367199,0.10794083193119598,-0.7471530326991873,-0.03806889322674144,0.22137192217335114,0.8758064769538314,0.35542411582078265,-0.042662663311918446,0.015266299948737488,0.2679006337928934,-0.030394815011256966,0.03247083923009185,0.9786522266993367,-0.05643572226665936,-0.2756795554476304,0,0.3659420289855073
0.32284285845502686,-0.7258963381444853,-0.6032403277125833,0.7314286568632643,-0.4735112885736067,0.04967647056809501,-0.2542518625438662,-0.0309539932043549,0.9967715949379419,-0.19403036757022374,-0.06916944401741595,-0.08342103180657005,-0.008162554015962952,-0.1361018691668659,0.1502967748821037,0,0.5471014492753624
-0.5308454040879893,-0.7132928921421302,0.07261554198151038,0.814519654393907,0.4690903337962944,-0.5810642806880545,-0.1997536836715151,-0.41790319248718,-0.11832167809426744,-0.06238426499599503,-0.32021871106794597,-0.09988365491723165,-0.02870705588720861,-0.09562875646946455,-0.05399723259921224,0,0.34782608695652184
0.27415300986458063,0.3026991082328206,0.86506441359868,0.6879423060808307,0.289402002101067,0.869005879628104,-0.16489951752936238,0.9453304796991469,0.987658154611281,-0.11456186792291234,-0.4376626550436988,-0.20937122288503526,0.040334438996415777,0.9215389457726715,0.16571883612114674,0,0.6739130434782609
0.7579899017796097,0.7364033848091328,-0.0900051556612719,-0.10684746398386659,-0.056115482643638526,-0.5373945904876835,0.08135762284660515,0.18696525647981657,-0.36746121116116925,0.7863723611679768,0.9885153306710739,-0.19788144119738957,-0.19091282298901355,-0.2915350452629386,0.3540454610771787,0,0.42028985507246386
0.2655160269079846,0.10049710531819556,-0.025396494232299994,-0.08945647437683112,0.6885100742039842,-0.4758853231700455,0.18472222727098694,-0.20461948641272293,1.0576118715038627,0.9405135352888098,-0.162507052742566,0.8533469125302029,-0.49096232170737997,-0.40274043999087117,0.39170922053140905,0,0.4746376811594203
-0.5480634118943105,-0.6444179813392504,0.7323221452549374,-0.18379657826784013,-0.5031314266277963,0.03342307539577444,0.19282599983671403,-0.20851088478527785,-0.07426215262142866,0.8791432987292143,0.03772340987949954,-0.17315199110911625,-0.24188830254478358,0.08136471255467857,-0.3626606067886781,1,0.17391304347826098
0.26509650339214075,0.059585523666268354,-0.07332935602327822,-0.5786496758186808,0.5137075634834435,0.033668976350110555,-0.5563629040304743,0.15346269622316794,0.9012494211074811,-0.2492805533167126,0.9231653906181411,0.9513134120796627,-0.3301724881621249,-0.27355355851905133,0.48781393193043193,0,0.5471014492753624
-0.5535898312516322,-0.757187145966143,0.1918635513319735,-0.5526935993265857,0.34351868817474795,-0.2319482532463546,-0.6418720975769875,1.2255216694062057,-0.3527907920933501,-0.3205397260273738,0.4339429908177544,-0.07376975271209932,-0.032003516338548824,-0.31496534667372517,0.41276082874032594,0,0.43840579710144933
-0.630709997290523,0.6948981150655223,-0.06418908198537228,-0.20318510039228135,-0.0324194962950445,-0.6248176604871168,0.6433927964872999,0.1496247002277741,-0.20229729207729488,-0.49227252151046047,0.9097430192474889,-0.09593235246587022,-0.0056714650492628825,0.5189435620759716,0.7483584981546946,0,0.5652173913043478
-0.6389409212635427,0.5828929100563341,-0.8348775803152977,-0.6301670966146349,-0.3854888436683206,0.0021677912098431187,-0.6045163156390856,-0.13031732125600862,-0.14349567562416501,-0.20544984648534145,-0.06273272744602021,-0.13758010847787333,-0.021036027953315325,-0.28229508215326043,0.25396619879399646,0,0.4565217391304348
-0.6310849891403041,0.6609624033338309,-0.06294414641458282,0.765966537517823,-0.01937647096117939,-0.43734964925352726,-0.3224047850472913,0.084633787355101,-0.18938507779487715,-0.19824055084392786,0.8788864436721805,-0.1156249971481322,-0.05378132423039765,-0.020960430783380696,-0.1569131445139998,0,0.40217391304347827
-0.6135939091889748,0.6681412631489638,-0.08244123025195854,0.7757413762277927,0.3674812614705736,-0.7613484876863921,-0.28934031606692173,-0.4074000307497357,-0.11203719420887688,-0.041192257325050496,-0.31420799711147196,-0.13037237962625342,-0.07346632495736827,0.06687214358695223,-0.37277028615927404,0,0.40217391304347827
-0.6023860762723481,0.12503952758020564,-0.7063710489138743,0.8023481301070691,0.21340601860247183,0.9622503670839903,0.022222189189300596,-0.1388738787369269,0.003426071060209921,-0.04365192718409272,-0.07411254352243893,-0.2303208910823724,0.11239199721816594,0.7980762717687213,0.4886927007633767,0,0.601449275362319
0.337244797410483,-0.6595778011244052,0.09711948540488888,-0.19428323429693406,0.05430323273346661,-0.5273455057314091,0.6840672037675525,0.25064612029575806,0.8821548245562492,-0.5312249989347629,0.9567725654000113,-0.060597411108872595,-0.06906289313190615,0.8580363146557888,0.25166828653030493,0,0.4565217391304348
-0.5402305299599836,-0.699877283113102,0.08700305557734567,-0.16031933790439812,0.06701563931903586,-0.4417976541245363,0.7475873338890342,0.15080912161906793,-0.20211276828021232,-0.5064616499041378,0.9002012331830753,-0.08847084059904806,-0.10400362935938771,-0.2006769376217129,0.10234134556721847,1,0.11594202898550732
0.8021344840128836,0.35183717460289743,0.6513481731942945,0.7259474876158211,0.21029799792411524,1.0113866105132274,-0.00152086989460219,-0.34325436198334747,-0.2025768978322321,-0.013409462347940963,-0.044339966042024205,-0.2217866451888513,0.09754265017937162,0.7938532236147166,0.5184566501356048,0,0.6195652173913043
0.24314004846024023,0.7955788911752301,0.6417862743627607,0.6244507356603674,-0.5500841001363427,-0.10784964954459732,-0.3789310653486325,-0.22020323981184345,0.9895030411943525,-0.19465774523616644,-0.02858937069565995,-0.11658291475819031,0.03860756110566579,-0.18828831583564462,0.4222340988415745,0,0.601449275362319
0.8077759310747649,0.2511353220295902,-0.03321104850275764,0.851691422766783,1.1371879594319345,0.27366991239368316,0.004534623874331388,-0.4244496681120381,-0.21505828778267255,0.03587454762068834,-0.31300824516992237,-0.2484379930675291,0.046446917659535895,-0.17632528320488713,0.1605648471612274,1,0.23188405797101452
-0.6002525609880797,0.0997123581643697,-0.7681933016197565,-0.03358424030924313,0.21417996781943277,0.8839660714086542,0.36283483119886495,-0.05421192467118963,0.011864502901964889,0.2930528924340446,-0.07223551626627378,0.05764685850855332,0.9640714806039667,0.188384208303422,-0.5698582387503452,1,0.13043478260869568
0.7840167971344065,0.2674365725146289,0.6688816992019677,0.7064303590084313,-0.19125923734926129,0.5060516108338298,-0.1681325960179552,-0.34821670626284346,-0.2389029573827174,-0.028441781327297935,-0.052940517428335075,0.9584674069391114,-0.3157967822878026,-0.22125974910469343,0.1908464789649658,0,0.40217391304347827
0.32825190694457884,-0.6258130252128415,0.8702890124833598,-0.7004866374115498,-0.21229914939040218,0.09663322681156356,-0.6895025533164156,0.9365668458493223,0.8389863966199977,-0.2693387307024411,-0.45555326488645154,-0.08662464558754394,-0.08650665656017317,-0.05151431252628561,-0.07402912908094418,0,0.4927536231884059
-0.6374379648182791,0.7145783502256952,0.5544866890948186,-0.7053732262539968,-0.38328368928573553,0.019490752616601485,-0.6324877395928625,-0.31143707813509297,-0.1494572414234694,-0.16575706177816754,-0.0024154727501784555,-0.1159301063589828,-0.09208899618783518,0.044925558002881144,-0.4060734357662023,1,0.2028985507246377
-0.632609464364147,0.7436622190197443,0.5810307809385248,-0.1810299718720157,-0.5369623114113116,-0.10239898384693505,0.012858980728352114,-0.2508373092605522,-0.10041376410991622,0.20293265422067894,-0.05746656892024236,0.20934361295805293,1.0178762302421587,-0.09365263518957151,0.08132661831809916,0,0.43840579710144933
-0.5477457371932241,-0.6698134334606951,0.6956977708883961,-0.666235491841963,-0.2818724038011652,0.2088259130720416,-0.5412186644376096,-0.3358273786580583,-0.15534280922178628,-0.18892766687007517,-0.04866918396832892,-0.0873243495684085,-0.0037195957376247968,-0.18952438329306157,0.24371005072303084,0,0.4565217391304348
0.24584493625042392,-0.7070740266547793,0.17164412082652816,-0.5540278497756033,0.3412051939947323,-0.2663860418934604,-0.6493131639534129,1.1948878140764179,0.05663677068850662,-0.30211954737879265,0.5446370302826513,-0.05471041646421011,-0.17643133422404383,0.024056449734242168,-0.362738678217448,1,0.18840579710144933
-0.5303416105866676,-0.7667976314993356,-0.025605210048047142,-0.5499631229920504,0.6297444118739102,-0.5274794541106176,-0.5155660076457238,-0.42722674626384394,-0.17418248685650517,-0.10266575049783876,-0.32209091658350775,-0.08091285435743023,-0.08395669162055733,0.026230459660880626,-0.2648378788237376,0,0.4927536231884059
0.8489373985050522,-0.537611767191281,0.8917363442355343,-0.16137322536984597,-0.41266441784306496,0.01964687020648346,0.1306400045457387,0.8629213505841874,-0.3678314094124727,0.8557283928956615,-0.3391128920009041,-0.15269112355898387,-0.3146227983320966,0.052151286897011984,-0.3420689172663802,0,0.3840579710144928
